created_at,id,full_text,user_name,user_screen_name,user_location,user_description,lang,clean_text,usernames,hashtags,links,sentiment
Wed Feb 14 20:34:00 +0000 2018,963873985581780993,"Today is National Condom Awareness Day! Correctly using condoms can reduce the risk of STDs. Using male and female condoms correctly, every time, can also help prevent pregnancy. Learn more about safe sex and condom use here: https://t.co/59NApJtfdO https://t.co/kngGNKFw7S",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Today is National Condom Awareness Day Correctly using condoms can reduce the risk of STDs Using male and female condoms correctly every time can also help prevent pregnancy Learn more about safe sex and condom use here,,,"https://t.co/59NApJtfdO,https://t.co/kngGNKFw7S",0.25
Wed Feb 14 19:23:00 +0000 2018,963856116697284608,"Roses are red, violets are blue, to protect your baby best, keep them rear-facing until at least age 2! Questions? Contact Maryland Kids In Safety Seats. https://t.co/Hj7uA1tXES #MDCarSeats #MarylandVIP https://t.co/mgL4mR194J",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Roses are red violets are blue to protect your baby best keep them rear facing until at least age 2 Questions Contact Maryland Kids In Safety Seats MDCarSeats MarylandVIP,,"MDCarSeats,MarylandVIP","https://t.co/Hj7uA1tXES,https://t.co/mgL4mR194J",0.175
Wed Feb 14 19:01:00 +0000 2018,963850580853698561,@MDMEMA &amp; @MarylandOPR Thank you for hosting #PlanningtinesDay #TwitterChat!,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,amp Thank you for hosting PlanningtinesDay TwitterChat,"MDMEMA,MarylandOPR","PlanningtinesDay,TwitterChat",,0.0
Wed Feb 14 18:37:00 +0000 2018,963844541693308928,A6: Add the MD Crisis Hotline 1-800-422-0009 to your cell phone #BeforeItsTooLate #PlanningtinesDay,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A6 Add the MD Crisis Hotline 1 800 422 0009 to your cell phone BeforeItsTooLate PlanningtinesDay,,"BeforeItsTooLate,PlanningtinesDay",,0.0
Wed Feb 14 18:32:00 +0000 2018,963843282647371779,"A5: Your kit should include such items as heavy blankets, water, nonperishable food, a flashlight and a snow shovel. Download the complete car kit checklist and get more driving tips for extreme cold weather. https://t.co/KBZvBO7ryk #PlanningtinesDay",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A5 Your kit should include such items as heavy blankets water nonperishable food a flashlight and a snow shovel Download the complete car kit checklist and get more driving tips for extreme cold weather PlanningtinesDay,,PlanningtinesDay,https://t.co/KBZvBO7ryk,-0.05416666666666666
Wed Feb 14 18:26:00 +0000 2018,963841771913453569,A4: Cuddle up in front of a warm fire – but practice fire safety! Always use a metal or heat-tempered glass screen when using your fireplace. #PlanningtinesDay,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A4 Cuddle up in front of a warm fire but practice fire safety Always use a metal or heat tempered glass screen when using your fireplace PlanningtinesDay,,PlanningtinesDay,,0.6
Wed Feb 14 18:17:00 +0000 2018,963839507157020672,A3: We urge you to still take precautions in preventing the spread of Zika through sexual contact. Know your partner's travel history and have safe sex. More info here: https://t.co/kKQCuXMCaS #PlanningtinesDay #MDZikaAwareness,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A3 We urge you to still take precautions in preventing the spread of Zika through sexual contact Know your partner s travel history and have safe sex More info here PlanningtinesDay MDZikaAwareness,,"PlanningtinesDay,MDZikaAwareness",https://t.co/kKQCuXMCaS,0.5
Wed Feb 14 18:12:00 +0000 2018,963838249260212224,"A2: An upset tummy could ruin your dinner date, Take these 4 steps to prevent any food-borne illnesses https://t.co/ESbFK2wiOQ #PlanningtinesDay",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A2 An upset tummy could ruin your dinner date Take these 4 steps to prevent any food borne illnesses PlanningtinesDay,,PlanningtinesDay,https://t.co/ESbFK2wiOQ,0.0
Wed Feb 14 18:07:00 +0000 2018,963836990499143680,"A1: Flu activity has increased sharply in the U.S. in recent weeks. Spread love, not the flu. Learn more about steps you can take to protect yourself. https://t.co/MZzwAZvkl0 #PlanningtinesDay",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,A1 Flu activity has increased sharply in the U S in recent weeks Spread love not the flu Learn more about steps you can take to protect yourself PlanningtinesDay,,PlanningtinesDay,https://t.co/MZzwAZvkl0,0.21875
Wed Feb 14 18:02:00 +0000 2018,963835733587869696,Joining the #PlanningtinesDay Twitter chat with @MarylandOPR &amp; @MDMEMA!,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Joining the PlanningtinesDay Twitter chat with amp,"MarylandOPR,MDMEMA",PlanningtinesDay,,0.0
Wed Feb 14 16:38:00 +0000 2018,963814593020727298,Smoking cigarettes raises your risk for heart disease and stroke. Quitting is easier with support. https://t.co/K2B1C56bX3 https://t.co/n4bJeskH6n,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Smoking cigarettes raises your risk for heart disease and stroke Quitting is easier with support,,,"https://t.co/K2B1C56bX3,https://t.co/n4bJeskH6n",0.0
Wed Feb 14 16:22:00 +0000 2018,963810567277498368,"As you get booed up, make sure you &amp; your S.O. get tested. #STDs #HIV https://t.co/SPf7H5hfGb #ValentinesDay2018 #CondomAwarenessDay https://t.co/SZY4mwedti",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,As you get booed up make sure you amp your S O get tested STDs HIV ValentinesDay2018 CondomAwarenessDay,,"STDs,HIV,ValentinesDay2018,CondomAwarenessDay","https://t.co/SPf7H5hfGb,https://t.co/SZY4mwedti",0.5
Wed Feb 14 15:39:59 +0000 2018,963799991889383424,Great safety tip! We don't want to send mixed signals ❤️ https://t.co/0Hso4HgBiY,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Great safety tip We don t want to send mixed signals,,,https://t.co/0Hso4HgBiY,0.4
Tue Feb 13 20:53:57 +0000 2018,963516617522077698,Is your relationship healthy? Take the quiz to find out! https://t.co/iY17tcITWf #valentinesday #teendatingviolence #MarylandVIP https://t.co/LEZIxwUKTP,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Is your relationship healthy Take the quiz to find out valentinesday teendatingviolence MarylandVIP,,"valentinesday,teendatingviolence,MarylandVIP","https://t.co/iY17tcITWf,https://t.co/LEZIxwUKTP",0.5
Tue Feb 13 19:14:28 +0000 2018,963491581054607362,"Press Release: Maryland Rural Health Plan Serves as Roadmap to Create Healthier Rural Communities https://t.co/IXSwBHULQT

Maryland Rural Health Association, Maryland Department of Health, Rural Maryland Council, and Robert Wood Johnson Foundation Partnered on Plan",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Press Release Maryland Rural Health Plan Serves as Roadmap to Create Healthier Rural Communities Maryland Rural Health Association Maryland Department of Health Rural Maryland Council and Robert Wood Johnson Foundation Partnered on Plan,,,https://t.co/IXSwBHULQT,0.0
Tue Feb 13 18:13:43 +0000 2018,963476294917910533,"RT @sboston_pr: Maryland Health Secretary Robert Neall joined LifeBridge Health Executive Vice President Brian White, Northwest Hospital Pr…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, pr Maryland Health Secretary Robert Neall joined LifeBridge Health Executive Vice President Brian White Northwest Hospital Pr,sboston_pr,,,0.0
Tue Feb 13 16:48:00 +0000 2018,963454722358181888,"You can’t ""feel"" high blood pressure. The best defense? Know your numbers. https://t.co/3ZvJyAp6YD https://t.co/PMX0ycLq2F",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,You can t feel high blood pressure The best defense Know your numbers,,,"https://t.co/3ZvJyAp6YD,https://t.co/PMX0ycLq2F",0.58
Tue Feb 13 16:18:43 +0000 2018,963447353406566404,"RT @GOCCP: Sec. Robert Neall, @MDHealthDept, Exec. Dir. Glenn Fueston, GOCCP and hospital staff present Audrey Bergin w/ a citation during…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Sec Robert Neall Exec Dir Glenn Fueston GOCCP and hospital staff present Audrey Bergin w a citation during,"GOCCP,MDHealthDept",,,-0.05
Tue Feb 13 14:37:45 +0000 2018,963421943708966913,RT @MarylandOPR: Our #PlanningtinesDay Twitter Chat is TOMORROW and we're so excited! Join @MarylandOPR and @MDMEMA tomorrow (2/14) from 1-…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Our PlanningtinesDay Twitter Chat is TOMORROW and we re so excited Join and tomorrow 2 14 from 1,"MarylandOPR,MarylandOPR,MDMEMA",PlanningtinesDay,,0.375
Tue Feb 13 14:28:00 +0000 2018,963419489864859649,Interested in working for #Maryland's #health department? Click on https://t.co/yFI2k2rl0E  to see current #job openings.,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Interested in working for Maryland s health department Click on to see current job openings,,"Maryland,health,job",https://t.co/yFI2k2rl0E,0.125
Tue Feb 13 13:57:58 +0000 2018,963411933352296448,RT @MDAC01: @MDHealthDept  Office of Oral Health is recruiting for a senior level dentist with public health experience. Interested candida…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Office of Oral Health is recruiting for a senior level dentist with public health experience Interested candida,"MDAC01,MDHealthDept",,,0.125
Tue Feb 13 13:57:26 +0000 2018,963411796508991490,RT @KevinLindamood: Secretary Bobby Neall of @MDHealthDept visited @hchomeless at the Baltimore County Eastern Family Resource Center today…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Secretary Bobby Neall of visited at the Baltimore County Eastern Family Resource Center today,"KevinLindamood,MDHealthDept,hchomeless",,,-0.1
Mon Feb 12 20:44:25 +0000 2018,963151830380199936,"RT @MarylandOPR: We have lots of amazing local, state, and federal partners already signed up to join us and @MDMEMA for our #Planningtines…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, We have lots of amazing local state and federal partners already signed up to join us and for our Planningtines,"MarylandOPR,MDMEMA",Planningtines,,0.30000000000000004
Mon Feb 12 20:42:00 +0000 2018,963151221891715073,"Talk to your doctor about alternatives to opioid prescriptions for pain management. Find substance use disorder treatment here: https://t.co/9zuf8pdQns
https://t.co/VJ74A73pwT",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Talk to your doctor about alternatives to opioid prescriptions for pain management Find substance use disorder treatment here,,,"https://t.co/9zuf8pdQns,https://t.co/VJ74A73pwT",0.0
Mon Feb 12 20:26:22 +0000 2018,963147289828106240,"RT @SMCHD_gov: Most breast cancers are found in women who are 50 years and older, but #BreastCancer also affects younger women. Talk to you…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, gov Most breast cancers are found in women who are 50 years and older but BreastCancer also affects younger women Talk to you,SMCHD_gov,BreastCancer,,0.2222222222222222
Mon Feb 12 19:18:00 +0000 2018,963130083119640582,One slip up doesn’t mean you should stop trying. It takes most people several attempts before they succeed in quitting smoking. Don’t be so hard on yourself and never give up! Need more help? Visit https://t.co/RJVgXhXyuW https://t.co/nHSYQxjpKA,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,One slip up doesn t mean you should stop trying It takes most people several attempts before they succeed in quitting smoking Don t be so hard on yourself and never give up Need more help Visit,,,"https://t.co/RJVgXhXyuW,https://t.co/nHSYQxjpKA",0.07916666666666666
Mon Feb 12 17:06:36 +0000 2018,963097013767327750,High blood pressure is a red flag. Take steps to improve heart health. https://t.co/PCcMoBMdsd https://t.co/Ovv8xJi8BO,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,High blood pressure is a red flag Take steps to improve heart health,,,"https://t.co/PCcMoBMdsd,https://t.co/Ovv8xJi8BO",0.08
Fri Feb 09 20:46:00 +0000 2018,962065065057828869,"Learn more about opioid misuse and overdose, data, and prevention resources at https://t.co/QCnnnVAU8l. Maryland residents can find help at https://t.co/9zuf8pvrf0 https://t.co/AVBN0nFmCP",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Learn more about opioid misuse and overdose data and prevention resources at Maryland residents can find help at,,,"https://t.co/QCnnnVAU8l.,https://t.co/9zuf8pvrf0,https://t.co/AVBN0nFmCP",0.5
Fri Feb 09 17:51:00 +0000 2018,962021025805361160,Have you gotten your flu shot? Learn what else you can do to prevent flu this season. https://t.co/7z6ftM1TLL,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Have you gotten your flu shot Learn what else you can do to prevent flu this season,,,https://t.co/7z6ftM1TLL,0.0
Fri Feb 09 16:33:00 +0000 2018,962001395619540996,Proper dental health is important in growing children. We have a list of public dental resources available to Marylanders at https://t.co/qenWgoDHVF https://t.co/YnHaKyUhft,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Proper dental health is important in growing children We have a list of public dental resources available to Marylanders at,,,"https://t.co/qenWgoDHVF,https://t.co/YnHaKyUhft",0.2
Thu Feb 08 22:54:00 +0000 2018,961734890176659456,"Healthy relationships include communication, trust, equality, consent, and conflict resolution. Learn how to prevent #teendatingviolence. #MarylandVIP https://t.co/lrsbWG2AXi https://t.co/7KZ4LSfaDi",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Healthy relationships include communication trust equality consent and conflict resolution Learn how to prevent teendatingviolence MarylandVIP,,"teendatingviolence,MarylandVIP","https://t.co/lrsbWG2AXi,https://t.co/7KZ4LSfaDi",0.5
Thu Feb 08 19:37:35 +0000 2018,961685460656508929,"RT @AAHealth: #AnneArundel Department of Health Provides Update
on Flu's Impact on County Residents, Encourages Flu Vaccinations and Other…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, AnneArundel Department of Health Provides Update on Flu s Impact on County Residents Encourages Flu Vaccinations and Other,AAHealth,AnneArundel,,-0.125
Thu Feb 08 19:22:00 +0000 2018,961681538265092103,It only takes a few minutes to check your blood pressure and find out if you are at risk for hypertension. https://t.co/Rl0xohB8U2,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,It only takes a few minutes to check your blood pressure and find out if you are at risk for hypertension,,,https://t.co/Rl0xohB8U2,-0.1
Thu Feb 08 16:57:02 +0000 2018,961645054300483584,"Follow @MedicareGov for the latest information about the
#NewMedicareCard with a new unique Medicare Number. https://t.co/pLwuOzd4EF",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Follow for the latest information about the NewMedicareCard with a new unique Medicare Number,MedicareGov,NewMedicareCard,https://t.co/pLwuOzd4EF,0.3371212121212121
Wed Feb 07 21:14:49 +0000 2018,961347539810291713,"This #NationalSigningDay learn #concussion symptoms and danger signs, and their potential long-term consequences #MarylandVIP #TBI #braininjury https://t.co/Q5cJDf233I https://t.co/mDwwNuo6DX",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,This NationalSigningDay learn concussion symptoms and danger signs and their potential long term consequences MarylandVIP TBI braininjury,,"NationalSigningDay,concussion,MarylandVIP,TBI,braininjury","https://t.co/Q5cJDf233I,https://t.co/mDwwNuo6DX",-0.025
Wed Feb 07 19:21:00 +0000 2018,961318899575939072,"With many different types of car seats at the stores today, how do you know which is best for your child? Kids In Safety Seats is here to help answer all of your car seat questions! Call our helpline at 800-767-6016 #MDCarSeats #MarylandVIP",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,With many different types of car seats at the stores today how do you know which is best for your child Kids In Safety Seats is here to help answer all of your car seat questions Call our helpline at 800 767 6016 MDCarSeats MarylandVIP,,"MDCarSeats,MarylandVIP",,0.5
Wed Feb 07 19:07:17 +0000 2018,961315446183157762,RT @CDCSTD: Nervous about getting tested? Ease your mind with info in this #HIV Testing 101 factsheet #NBHAAD https://t.co/I7SRn0XQAc https…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Nervous about getting tested Ease your mind with info in this HIV Testing 101 factsheet NBHAAD https,CDCSTD,"HIV,NBHAAD",https://t.co/I7SRn0XQAc,0.0
Wed Feb 07 19:06:51 +0000 2018,961315335952625664,"RT @talkHIV: Talking about sex and #HIV is important, but can be taboo in the Black community. #NBHAAD provides the opportunity to educate…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Talking about sex and HIV is important but can be taboo in the Black community NBHAAD provides the opportunity to educate,talkHIV,"HIV,NBHAAD",,0.11666666666666668
Wed Feb 07 19:03:41 +0000 2018,961314540364451840,RT @BeforeIts2Late: DYK? https://t.co/2OVhithQAj has questions to ask your health care provider when being prescribed an opioid pain medica…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, DYK has questions to ask your health care provider when being prescribed an opioid pain medica,BeforeIts2Late,,https://t.co/2OVhithQAj,0.0
Wed Feb 07 18:21:12 +0000 2018,961303847674277888,"Press Release: State Encourages Marylanders to Focus on Heart Health During American Heart Month https://t.co/0yTfoRyG4y

Talk to Your Provider About New Blood Pressure Guidelines and Hypertension",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Press Release State Encourages Marylanders to Focus on Heart Health During American Heart Month Talk to Your Provider About New Blood Pressure Guidelines and Hypertension,,,https://t.co/0yTfoRyG4y,0.06818181818181818
Wed Feb 07 17:35:22 +0000 2018,961292316781801472,"RT @CDC_HIVAIDS: Once you know your risk for #HIV, commit to getting tested! #NBHAAD #DoingIt https://t.co/eOw8GQMAgY",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, HIVAIDS Once you know your risk for HIV commit to getting tested NBHAAD DoingIt,CDC_HIVAIDS,"HIV,NBHAAD,DoingIt",https://t.co/eOw8GQMAgY,0.0
Wed Feb 07 17:35:12 +0000 2018,961292271877545989,RT @SMCHD_gov: No time to exercise? A 30 minute workout is only 2% of your day! Still don’t have time? Split your workout into 10-minute se…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, gov No time to exercise A 30 minute workout is only 2 of your day Still don t have time Split your workout into 10 minute se,SMCHD_gov,,,0.0
Wed Feb 07 16:10:00 +0000 2018,961270832004608000,"This National Black HIV/AIDS Awareness Day, learn steps you can take to protect yourself and family. https://t.co/CLsYiDl1Zg https://t.co/baIcEXBggs",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,This National Black HIV AIDS Awareness Day learn steps you can take to protect yourself and family,,,"https://t.co/CLsYiDl1Zg,https://t.co/baIcEXBggs",-0.16666666666666666
Wed Feb 07 11:45:30 +0000 2018,961204266420629504,"RT @MdStateClosing: Statewide Liberal Leave is in effect today, Wednesday, February 7th, 2018 until 11:00 am. Emergency essential personnel…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Statewide Liberal Leave is in effect today Wednesday February 7th 2018 until 11 00 am Emergency essential personnel,MdStateClosing,,,0.0
Tue Feb 06 21:44:10 +0000 2018,960992539145900032,"Press Release: Maryland Records First Influenza-Associated Pediatric Death https://t.co/GBMPj4krpa

Department of Health urges residents to get flu shots and practice safe prevention measures",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Press Release Maryland Records First Influenza Associated Pediatric Death Department of Health urges residents to get flu shots and practice safe prevention measures,,,https://t.co/GBMPj4krpa,0.375
Tue Feb 06 20:00:00 +0000 2018,960966325211348993,"Flu activity has increased sharply in the U.S. in recent weeks. Learn more about steps you can take to protect yourself. https://t.co/MZzwAZvkl0

https://t.co/s7Zs31dRXn",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Flu activity has increased sharply in the U S in recent weeks Learn more about steps you can take to protect yourself,,,"https://t.co/MZzwAZvkl0,https://t.co/s7Zs31dRXn",0.125
Tue Feb 06 19:19:51 +0000 2018,960956219451236352,Sleep is important for the health and well-being of students. Learn how much sleep students need. https://t.co/9rIRQyXzYG https://t.co/nC0z239eEf,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Sleep is important for the health and well being of students Learn how much sleep students need,,,"https://t.co/9rIRQyXzYG,https://t.co/nC0z239eEf",0.30000000000000004
Tue Feb 06 17:35:38 +0000 2018,960929995395878912,RT @HoCoHealth: Naloxone overdose response kits will be placed in AED boxes in all county buildings by HCDFRS to help save a life in the ev…,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Naloxone overdose response kits will be placed in AED boxes in all county buildings by HCDFRS to help save a life in the ev,HoCoHealth,,,0.0
Tue Feb 06 17:28:22 +0000 2018,960928165072986112,Marylanders are more likely to visit their dentist than see a doctor for a routine check up. Ask your dentist to check your blood pressure. https://t.co/6n7ITetulP https://t.co/lbdqq6Nh1z,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Marylanders are more likely to visit their dentist than see a doctor for a routine check up Ask your dentist to check your blood pressure,,,"https://t.co/6n7ITetulP,https://t.co/lbdqq6Nh1z",0.25
Tue Feb 06 15:40:33 +0000 2018,960901030786617344,"Press Release: National Children’s Dental Health Month—Importance of Oral Health https://t.co/LmjPtKoOCu

Brushing with fluoride toothpaste remains foremost in keeping children’s teeth healthy https://t.co/F93xKZ7iUF",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Press Release National Children s Dental Health Month Importance of Oral Health Brushing with fluoride toothpaste remains foremost in keeping children s teeth healthy,,,"https://t.co/LmjPtKoOCu,https://t.co/F93xKZ7iUF",0.5
Tue Feb 06 14:41:21 +0000 2018,960886133319262208,"RT @CDCTobaccoFree: This #WorldCancerDay, we’re celebrating the strong, brave, and heroic cancer survivors, including those from the #CDCTi…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, This WorldCancerDay we re celebrating the strong brave and heroic cancer survivors including those from the CDCTi,CDCTobaccoFree,"WorldCancerDay,CDCTi",,0.6444444444444445
Tue Feb 06 14:28:00 +0000 2018,960882775145484288,Interested in working for #Maryland's #health department? Click on https://t.co/yFI2k2IWpe  to see current #job openings.,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Interested in working for Maryland s health department Click on to see current job openings,,"Maryland,health,job",https://t.co/yFI2k2IWpe,0.125
Mon Feb 05 21:48:24 +0000 2018,960631216847441920,The Good Samaritan Law protects those who assist a person who has overdosed. Learn more at https://t.co/g1hajdbDP0 #BeforeItsTooLate,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,The Good Samaritan Law protects those who assist a person who has overdosed Learn more at BeforeItsTooLate,,BeforeItsTooLate,https://t.co/g1hajdbDP0,0.6
Mon Feb 05 17:36:00 +0000 2018,960567699125481472,Blood pressure high? Take control with at-home monitoring. Blood pressure high? Take control with at-home monitoring. https://t.co/c2tNts3mt8 https://t.co/zYEtrMcuhM,Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Blood pressure high Take control with at home monitoring Blood pressure high Take control with at home monitoring,,,"https://t.co/c2tNts3mt8,https://t.co/zYEtrMcuhM",0.16
Mon Feb 05 16:53:03 +0000 2018,960556888944410624,"Whether your team won our lost the #Superbowl, you can score big by quitting smoking! For free help quitting, visit https://t.co/K2B1C56bX3 #HeartMonth https://t.co/8oksmo9Mpu",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en,Whether your team won our lost the Superbowl you can score big by quitting smoking For free help quitting visit HeartMonth,,"Superbowl,HeartMonth","https://t.co/K2B1C56bX3,https://t.co/8oksmo9Mpu",0.2
Mon Feb 05 15:10:17 +0000 2018,960531027268636672,"RT @MdStateClosing: Statewide Liberal Leave is in effect today, Monday, February 5th until 11:00 am. Emergency essential personnel should r…",Maryland Department of Health,MDHealthDept,"Baltimore, MD","The Maryland Department of Health promotes the health and safety of all Marylanders through disease prevention, access to care and customer service.",en, Statewide Liberal Leave is in effect today Monday February 5th until 11 00 am Emergency essential personnel should r,MdStateClosing,,,0.0
